Filename,Cyclomatic Complexity,Halstead Metrics,Maintainability Index,Source Lines of Code (SLOC),Comments Ratio,Number of Parameters,Afferent Coupling,Efferent Coupling,Instability,Syntax Errors
solution_2838.py,0,"{'h1': 4, 'h2': 21, 'N1': 11, 'N2': 54, 'vocabulary': 25, 'length': 65, 'volume': 301.8506523353571, 'difficulty': 5.142857142857143, 'effort': 1552.3747834389794, 'time': 86.24304352438774, 'bugs': 0.1006168841117857}",60.39503304,21,0,0,0,0,0,0
solution_2839.py,27,"{'h1': 5, 'h2': 61, 'N1': 36, 'N2': 183, 'vocabulary': 66, 'length': 219, 'volume': 1323.7223121395014, 'difficulty': 7.5, 'effort': 9927.91734104626, 'time': 551.5509633914589, 'bugs': 0.44124077071316714}",40.55567532,101,0.007142857,32,0,0,0,0
solution_284.py,0,"{'h1': 1, 'h2': 28, 'N1': 3, 'N2': 41, 'vocabulary': 29, 'length': 44, 'volume': 213.75116378561316, 'difficulty': 0.7321428571428571, 'effort': 156.49638777160962, 'time': 8.694243765089423, 'bugs': 0.07125038792853772}",100,14,0,0,0,1,1,0
solution_2840.py,0,"{'h1': 2, 'h2': 16, 'N1': 10, 'N2': 41, 'vocabulary': 18, 'length': 51, 'volume': 212.66617507355792, 'difficulty': 2.5625, 'effort': 544.9570736259922, 'time': 30.275392979221788, 'bugs': 0.0708887250245193}",65.05055222,16,0,0,0,1,1,0
solution_2841.py,15,"{'h1': 6, 'h2': 28, 'N1': 25, 'N2': 79, 'vocabulary': 34, 'length': 104, 'volume': 529.0961354900353, 'difficulty': 8.464285714285715, 'effort': 4478.420861112085, 'time': 248.80115895067138, 'bugs': 0.17636537849667844}",47.6404949,41,0,12,0,0,0,0
solution_2842.py,17,"{'h1': 5, 'h2': 22, 'N1': 28, 'N2': 87, 'vocabulary': 27, 'length': 115, 'volume': 546.8120627487989, 'difficulty': 9.886363636363637, 'effort': 5405.982893084716, 'time': 300.3323829491509, 'bugs': 0.18227068758293297}",49.12956752,49,0,8,0,0,0,0
solution_2843.py,0,"{'h1': 1, 'h2': 11, 'N1': 5, 'N2': 20, 'vocabulary': 12, 'length': 25, 'volume': 89.62406251802891, 'difficulty': 0.9090909090909091, 'effort': 81.47642047093537, 'time': 4.526467803940854, 'bugs': 0.029874687506009637}",100,8,0,0,0,0,0,0
solution_2844.py,Error,Error,Error,Error,Error,Error,Error,Error,Error,1
solution_2845.py,Error,Error,Error,Error,Error,Error,Error,Error,Error,1
solution_2846.py,0,"{'h1': 5, 'h2': 17, 'N1': 12, 'N2': 48, 'vocabulary': 22, 'length': 60, 'volume': 267.56589711823784, 'difficulty': 7.058823529411765, 'effort': 1888.700450246385, 'time': 104.92780279146582, 'bugs': 0.08918863237274595}",62.2019185,14,0,0,0,0,0,0
solution_2847.py,Error,Error,Error,Error,Error,Error,Error,Error,Error,1
solution_2848.py,7,"{'h1': 8, 'h2': 21, 'N1': 25, 'N2': 74, 'vocabulary': 29, 'length': 99, 'volume': 480.9401185176296, 'difficulty': 14.095238095238095, 'effort': 6778.965480058017, 'time': 376.60919333655653, 'bugs': 0.16031337283920988}",53.55062697,23,0,3,0,0,0,0
solution_2849.py,0,"{'h1': 2, 'h2': 18, 'N1': 7, 'N2': 62, 'vocabulary': 20, 'length': 69, 'volume': 298.213038547228, 'difficulty': 3.4444444444444446, 'effort': 1027.1782438848966, 'time': 57.065457993605364, 'bugs': 0.09940434618240933}",93.43887504,17,0.192307692,0,0,0,0,0
solution_285.py,0,"{'h1': 1, 'h2': 11, 'N1': 2, 'N2': 15, 'vocabulary': 12, 'length': 17, 'volume': 60.94436251225965, 'difficulty': 0.6818181818181818, 'effort': 41.55297444017703, 'time': 2.308498580009835, 'bugs': 0.02031478750408655}",100,3,0,0,0,0,0,0
solution_2850.py,Error,Error,Error,Error,Error,Error,Error,Error,Error,1
solution_2851.py,0,"{'h1': 2, 'h2': 11, 'N1': 4, 'N2': 18, 'vocabulary': 13, 'length': 22, 'volume': 81.40967379910403, 'difficulty': 1.6363636363636365, 'effort': 133.21582985307933, 'time': 7.400879436282185, 'bugs': 0.027136557933034676}",78.01508585,6,0,0,0,0,0,0
solution_2852.py,4,"{'h1': 7, 'h2': 20, 'N1': 15, 'N2': 56, 'vocabulary': 27, 'length': 71, 'volume': 337.59701265360627, 'difficulty': 9.799999999999999, 'effort': 3308.4507240053413, 'time': 183.80281800029672, 'bugs': 0.1125323375512021}",56.68182048,19,0,4,0,0,0,0
solution_2853.py,16,"{'h1': 7, 'h2': 34, 'N1': 34, 'N2': 88, 'vocabulary': 41, 'length': 122, 'volume': 653.6213445634062, 'difficulty': 9.058823529411764, 'effort': 5921.040415456739, 'time': 328.94668974759657, 'bugs': 0.2178737815211354}",45.66932477,50,0,8,0,0,0,0
solution_2854.py,Error,Error,Error,Error,Error,Error,Error,Error,Error,1
solution_2855.py,20,"{'h1': 5, 'h2': 31, 'N1': 36, 'N2': 105, 'vocabulary': 36, 'length': 141, 'volume': 728.959425203366, 'difficulty': 8.467741935483872, 'effort': 6172.640294060761, 'time': 342.9244607811534, 'bugs': 0.24298647506778867}",46.4471536,59,0,13,0,0,0,0
solution_2856.py,0,"{'h1': 2, 'h2': 12, 'N1': 3, 'N2': 20, 'vocabulary': 14, 'length': 23, 'volume': 87.56916320732489, 'difficulty': 1.6666666666666667, 'effort': 145.9486053455415, 'time': 8.108255852530084, 'bugs': 0.029189721069108297}",78.40629586,6,0,0,0,0,0,0
solution_2857.py,Error,Error,Error,Error,Error,Error,Error,Error,Error,1
solution_2858.py,0,"{'h1': 13, 'h2': 38, 'N1': 50, 'N2': 105, 'vocabulary': 51, 'length': 155, 'volume': 879.2259280055817, 'difficulty': 17.960526315789473, 'effort': 15791.360417468672, 'time': 877.2978009704817, 'bugs': 0.29307530933519393}",46.23719447,30,0,0,0,1,1,0
solution_2859.py,0,"{'h1': 7, 'h2': 14, 'N1': 14, 'N2': 29, 'vocabulary': 21, 'length': 43, 'volume': 188.86964917948671, 'difficulty': 7.250000000000001, 'effort': 1369.3049565512788, 'time': 76.07249758618215, 'bugs': 0.06295654972649557}",61.97324169,13,0,0,0,0,0,0
solution_286.py,1,"{'h1': 2, 'h2': 19, 'N1': 5, 'N2': 41, 'vocabulary': 21, 'length': 46, 'volume': 202.04660144782298, 'difficulty': 2.1578947368421053, 'effort': 435.99529786109173, 'time': 24.221960992282874, 'bugs': 0.06734886714927432}",68.28318365,16,0,2,0,0,0,0
solution_2860.py,3,"{'h1': 2, 'h2': 24, 'N1': 11, 'N2': 53, 'vocabulary': 26, 'length': 64, 'volume': 300.82814196102987, 'difficulty': 2.2083333333333335, 'effort': 664.3288134972744, 'time': 36.90715630540413, 'bugs': 0.10027604732034329}",84.90094408,19,0.057142857,2,0,0,0,0
solution_2861.py,0,"{'h1': 6, 'h2': 12, 'N1': 10, 'N2': 27, 'vocabulary': 18, 'length': 37, 'volume': 154.28722505336555, 'difficulty': 6.75, 'effort': 1041.4387691102174, 'time': 57.85770939501208, 'bugs': 0.05142907501778852}",66.30378357,8,0,0,0,0,0,0
solution_2862.py,0,"{'h1': 4, 'h2': 18, 'N1': 8, 'N2': 42, 'vocabulary': 22, 'length': 50, 'volume': 222.97158093186488, 'difficulty': 4.666666666666667, 'effort': 1040.5340443487028, 'time': 57.80744690826126, 'bugs': 0.07432386031062163}",91.91082776,13,0.2,0,0,1,1,0
solution_2863.py,Error,Error,Error,Error,Error,Error,Error,Error,Error,1
solution_2864.py,0,"{'h1': 2, 'h2': 11, 'N1': 2, 'N2': 16, 'vocabulary': 13, 'length': 18, 'volume': 66.60791492653966, 'difficulty': 1.4545454545454546, 'effort': 96.8842398931486, 'time': 5.382457771841589, 'bugs': 0.022202638308846556}",79.60783978,5,0,0,0,0,0,0
solution_2865.py,0,"{'h1': 3, 'h2': 19, 'N1': 10, 'N2': 69, 'vocabulary': 22, 'length': 79, 'volume': 352.2950978723465, 'difficulty': 5.447368421052632, 'effort': 1919.0811910414666, 'time': 106.61562172452592, 'bugs': 0.11743169929078216}",82.71386677,23,0.15625,0,0,0,0,0
solution_2866.py,9,"{'h1': 7, 'h2': 21, 'N1': 24, 'N2': 81, 'vocabulary': 28, 'length': 105, 'volume': 504.7722668160484, 'difficulty': 13.5, 'effort': 6814.425602016653, 'time': 378.5792001120363, 'bugs': 0.16825742227201612}",52.33916435,24,0,6,0,0,0,0
solution_2867.py,0,"{'h1': 1, 'h2': 9, 'N1': 4, 'N2': 16, 'vocabulary': 10, 'length': 20, 'volume': 66.43856189774725, 'difficulty': 0.8888888888888888, 'effort': 59.05649946466422, 'time': 3.28091663692579, 'bugs': 0.02214618729924908}",100,5,0,0,0,0,0,0
solution_2868.py,0,"{'h1': 4, 'h2': 16, 'N1': 7, 'N2': 39, 'vocabulary': 20, 'length': 46, 'volume': 198.80869236481868, 'difficulty': 4.875, 'effort': 969.1923752784911, 'time': 53.84402084880506, 'bugs': 0.06626956412160623}",94.52850442,12,0.210526316,0,0,0,0,0
solution_2869.py,0,"{'h1': 3, 'h2': 9, 'N1': 3, 'N2': 11, 'vocabulary': 12, 'length': 14, 'volume': 50.18947501009619, 'difficulty': 1.8333333333333335, 'effort': 92.01403751850968, 'time': 5.111890973250538, 'bugs': 0.016729825003365395}",76.14705226,5,0,0,0,0,0,0
solution_287.py,0,"{'h1': 1, 'h2': 13, 'N1': 3, 'N2': 20, 'vocabulary': 14, 'length': 23, 'volume': 87.56916320732489, 'difficulty': 0.7692307692307693, 'effort': 67.3608947748653, 'time': 3.742271931936961, 'bugs': 0.029189721069108297}",100,8,0,0,0,2,1,0
solution_2870.py,7,"{'h1': 7, 'h2': 26, 'N1': 17, 'N2': 71, 'vocabulary': 33, 'length': 88, 'volume': 443.9066825035439, 'difficulty': 9.557692307692308, 'effort': 4242.723484697333, 'time': 235.70686026096297, 'bugs': 0.14796889416784798}",49.64299321,36,0,7,0,0,0,0
solution_2871.py,Error,Error,Error,Error,Error,Error,Error,Error,Error,1
solution_2872.py,0,"{'h1': 8, 'h2': 19, 'N1': 16, 'N2': 41, 'vocabulary': 27, 'length': 57, 'volume': 271.02858762331766, 'difficulty': 8.631578947368421, 'effort': 2339.404651064426, 'time': 129.96692505913478, 'bugs': 0.09034286254110589}",60.48304656,15,0,0,0,0,0,0
solution_2873.py,5,"{'h1': 5, 'h2': 18, 'N1': 11, 'N2': 46, 'vocabulary': 23, 'length': 57, 'volume': 257.84303149524976, 'difficulty': 6.388888888888888, 'effort': 1647.3304789974288, 'time': 91.51835994430161, 'bugs': 0.08594767716508325}",62.06741558,14,0,1,0,0,0,0
solution_2874.py,47,"{'h1': 7, 'h2': 30, 'N1': 63, 'N2': 180, 'vocabulary': 37, 'length': 243, 'volume': 1265.897167847835, 'difficulty': 21.0, 'effort': 26583.840524804535, 'time': 1476.8800291558075, 'bugs': 0.42196572261594495}",30.16522422,112,0,19,0,0,0,0
solution_2875.py,0,"{'h1': 0, 'h2': 8, 'N1': 0, 'N2': 10, 'vocabulary': 8, 'length': 10, 'volume': 30.0, 'difficulty': 0.0, 'effort': 0.0, 'time': 0.0, 'bugs': 0.01}",100,3,0,0,0,0,0,0
solution_2876.py,2,"{'h1': 3, 'h2': 15, 'N1': 4, 'N2': 32, 'vocabulary': 18, 'length': 36, 'volume': 150.11730005192322, 'difficulty': 3.2, 'effort': 480.37536016615434, 'time': 26.687520009230795, 'bugs': 0.05003910001730774}",70.12574778,9,0,4,0,0,0,0
solution_2877.py,0,"{'h1': 5, 'h2': 11, 'N1': 8, 'N2': 20, 'vocabulary': 16, 'length': 28, 'volume': 112.0, 'difficulty': 4.545454545454545, 'effort': 509.090909090909, 'time': 28.282828282828277, 'bugs': 0.037333333333333336}",71.47545356,7,0,0,0,0,0,0
solution_2878.py,14,"{'h1': 2, 'h2': 19, 'N1': 15, 'N2': 54, 'vocabulary': 21, 'length': 69, 'volume': 303.0699021717345, 'difficulty': 2.8421052631578947, 'effort': 861.3565640670349, 'time': 47.853142448168605, 'bugs': 0.1010233007239115}",55.53760023,35,0,7,0,0,0,0
solution_2879.py,0,"{'h1': 5, 'h2': 10, 'N1': 9, 'N2': 20, 'vocabulary': 15, 'length': 29, 'volume': 113.29982727264704, 'difficulty': 5.0, 'effort': 566.4991363632352, 'time': 31.47217424240195, 'bugs': 0.03776660909088234}",70.23126303,7,0,0,0,0,0,0
solution_288.py,0,"{'h1': 2, 'h2': 13, 'N1': 4, 'N2': 29, 'vocabulary': 15, 'length': 33, 'volume': 128.92738965508113, 'difficulty': 2.230769230769231, 'effort': 287.6072538459502, 'time': 15.978180769219456, 'bugs': 0.04297579655169371}",71.03938213,9,0,0,0,1,1,0
solution_2880.py,0,"{'h1': 3, 'h2': 17, 'N1': 7, 'N2': 29, 'vocabulary': 20, 'length': 36, 'volume': 155.58941141594505, 'difficulty': 2.5588235294117645, 'effort': 398.1258468584476, 'time': 22.118102603247088, 'bugs': 0.05186313713864835}",67.44962914,12,0,0,0,0,0,0
solution_2881.py,0,"{'h1': 5, 'h2': 15, 'N1': 14, 'N2': 39, 'vocabulary': 20, 'length': 53, 'volume': 229.0621890290302, 'difficulty': 6.5, 'effort': 1488.9042286886963, 'time': 82.71690159381646, 'bugs': 0.07635406300967673}",58.7791354,16,0,0,0,0,0,0
solution_2882.py,11,"{'h1': 2, 'h2': 18, 'N1': 13, 'N2': 48, 'vocabulary': 20, 'length': 61, 'volume': 263.6376137881291, 'difficulty': 2.6666666666666665, 'effort': 703.0336367683442, 'time': 39.05742426490801, 'bugs': 0.08787920459604304}",58.87847319,29,0,8,0,0,0,0
solution_2883.py,0,"{'h1': 3, 'h2': 17, 'N1': 8, 'N2': 59, 'vocabulary': 20, 'length': 67, 'volume': 289.5691823574533, 'difficulty': 5.205882352941177, 'effort': 1507.4630963902716, 'time': 83.74794979945953, 'bugs': 0.09652306078581777}",63.3393749,18,0,0,0,0,0,0
solution_2884.py,Error,Error,Error,Error,Error,Error,Error,Error,Error,1
solution_2885.py,0,"{'h1': 1, 'h2': 5, 'N1': 1, 'N2': 6, 'vocabulary': 6, 'length': 7, 'volume': 18.094737505048094, 'difficulty': 0.6, 'effort': 10.856842503028856, 'time': 0.6031579168349365, 'bugs': 0.006031579168349364}",100,2,0,0,0,0,0,0
solution_2886.py,19,"{'h1': 5, 'h2': 39, 'N1': 43, 'N2': 140, 'vocabulary': 44, 'length': 183, 'volume': 999.0759862106254, 'difficulty': 8.974358974358974, 'effort': 8966.066542915869, 'time': 498.1148079397705, 'bugs': 0.3330253287368751}",38.06869195,79,0,12,0,0,0,0
solution_2887.py,0,"{'h1': 2, 'h2': 11, 'N1': 5, 'N2': 17, 'vocabulary': 13, 'length': 22, 'volume': 81.40967379910403, 'difficulty': 1.5454545454545454, 'effort': 125.81495041679713, 'time': 6.989719467599841, 'bugs': 0.027136557933034676}",100,5,0.5,0,0,0,0,0
solution_2888.py,Error,Error,Error,Error,Error,Error,Error,Error,Error,1
solution_2889.py,0,"{'h1': 3, 'h2': 13, 'N1': 15, 'N2': 39, 'vocabulary': 16, 'length': 54, 'volume': 216.0, 'difficulty': 4.5, 'effort': 972.0, 'time': 54.0, 'bugs': 0.072}",63.97598563,11,0,0,0,0,0,0
solution_289.py,3,"{'h1': 4, 'h2': 6, 'N1': 6, 'N2': 14, 'vocabulary': 10, 'length': 20, 'volume': 66.43856189774725, 'difficulty': 4.666666666666667, 'effort': 310.0466221894872, 'time': 17.2248123438604, 'bugs': 0.02214618729924908}",70.0583749,6,0,1,0,0,0,0
solution_2890.py,0,"{'h1': 6, 'h2': 13, 'N1': 9, 'N2': 24, 'vocabulary': 19, 'length': 33, 'volume': 140.1816079436383, 'difficulty': 5.538461538461538, 'effort': 776.3904439955353, 'time': 43.13280244419641, 'bugs': 0.04672720264787944}",65.87782462,9,0,0,0,0,0,0
solution_2891.py,Error,Error,Error,Error,Error,Error,Error,Error,Error,1
solution_2892.py,13,"{'h1': 3, 'h2': 22, 'N1': 13, 'N2': 56, 'vocabulary': 25, 'length': 69, 'volume': 320.426077094456, 'difficulty': 3.8181818181818183, 'effort': 1223.4450216333776, 'time': 67.96916786852097, 'bugs': 0.10680869236481866}",51.50162193,40,0,10,0,0,0,0
solution_2893.py,14,"{'h1': 7, 'h2': 23, 'N1': 22, 'N2': 64, 'vocabulary': 30, 'length': 86, 'volume': 421.99259122233263, 'difficulty': 9.73913043478261, 'effort': 4109.840888426196, 'time': 228.32449380145533, 'bugs': 0.14066419707411087}",51.85087696,37,0,6,0,0,0,0
solution_2894.py,Error,Error,Error,Error,Error,Error,Error,Error,Error,1
solution_2895.py,12,"{'h1': 3, 'h2': 15, 'N1': 14, 'N2': 44, 'vocabulary': 18, 'length': 58, 'volume': 241.8556500836541, 'difficulty': 4.3999999999999995, 'effort': 1064.1648603680778, 'time': 59.12027002044877, 'bugs': 0.0806185500278847}",58.552141,29,0,6,0,0,0,0
solution_2896.py,Error,Error,Error,Error,Error,Error,Error,Error,Error,1
solution_2897.py,0,"{'h1': 1, 'h2': 8, 'N1': 2, 'N2': 10, 'vocabulary': 9, 'length': 12, 'volume': 38.039100017307746, 'difficulty': 0.625, 'effort': 23.774437510817343, 'time': 1.3208020839342969, 'bugs': 0.012679700005769248}",100,3,0,0,0,0,0,0
solution_2898.py,0,"{'h1': 2, 'h2': 13, 'N1': 3, 'N2': 24, 'vocabulary': 15, 'length': 27, 'volume': 105.48604608143, 'difficulty': 1.8461538461538463, 'effort': 194.74346968879385, 'time': 10.819081649377436, 'bugs': 0.03516201536047667}",75.06548656,6,0,0,0,0,0,0
solution_2899.py,Error,Error,Error,Error,Error,Error,Error,Error,Error,1
solution_29.py,0,"{'h1': 2, 'h2': 18, 'N1': 4, 'N2': 27, 'vocabulary': 20, 'length': 31, 'volume': 133.97977094150824, 'difficulty': 1.5, 'effort': 200.96965641226234, 'time': 11.164980911792352, 'bugs': 0.04465992364716941}",75.42417967,8,0,0,0,1,1,0
solution_290.py,0,"{'h1': 1, 'h2': 13, 'N1': 1, 'N2': 26, 'vocabulary': 14, 'length': 27, 'volume': 102.79858289555531, 'difficulty': 1.0, 'effort': 102.79858289555531, 'time': 5.7110323830864065, 'bugs': 0.03426619429851844}",100,11,0,0,0,1,1,0
solution_2900.py,0,"{'h1': 2, 'h2': 9, 'N1': 4, 'N2': 14, 'vocabulary': 11, 'length': 18, 'volume': 62.26976913547135, 'difficulty': 1.5555555555555556, 'effort': 96.86408532184433, 'time': 5.381338073435796, 'bugs': 0.020756589711823783}",78.01508585,6,0,0,0,0,0,0
solution_2901.py,0,"{'h1': 3, 'h2': 15, 'N1': 13, 'N2': 32, 'vocabulary': 18, 'length': 45, 'volume': 187.64662506490404, 'difficulty': 3.2, 'effort': 600.469200207693, 'time': 33.3594000115385, 'bugs': 0.06254887502163468}",66.43573489,8,0,0,0,1,1,0
solution_2902.py,0,"{'h1': 5, 'h2': 14, 'N1': 14, 'N2': 32, 'vocabulary': 19, 'length': 46, 'volume': 195.40466561840492, 'difficulty': 5.7142857142857135, 'effort': 1116.598089248028, 'time': 62.033227180446, 'bugs': 0.0651348885394683}",63.41118331,13,0,0,0,1,1,0
solution_2903.py,0,"{'h1': 3, 'h2': 11, 'N1': 5, 'N2': 17, 'vocabulary': 14, 'length': 22, 'volume': 83.76180828526729, 'difficulty': 2.3181818181818183, 'effort': 194.17510102493782, 'time': 10.787505612496545, 'bugs': 0.027920602761755765}",74.7461276,6,0,0,0,0,0,0
solution_2904.py,4,"{'h1': 3, 'h2': 26, 'N1': 13, 'N2': 54, 'vocabulary': 29, 'length': 67, 'volume': 325.4847266735473, 'difficulty': 3.115384615384616, 'effort': 1014.0101100214359, 'time': 56.33389500119088, 'bugs': 0.10849490889118243}",59.07331648,18,0,2,0,0,0,0
solution_2905.py,0,"{'h1': 1, 'h2': 11, 'N1': 5, 'N2': 22, 'vocabulary': 12, 'length': 27, 'volume': 96.79398751947122, 'difficulty': 1.0, 'effort': 96.79398751947122, 'time': 5.377443751081734, 'bugs': 0.032264662506490405}",100,8,0,0,0,0,0,0
solution_2906.py,0,"{'h1': 5, 'h2': 16, 'N1': 9, 'N2': 36, 'vocabulary': 21, 'length': 45, 'volume': 197.65428402504423, 'difficulty': 5.625, 'effort': 1111.8053476408738, 'time': 61.766963757826325, 'bugs': 0.0658847613416814}",64.60145799,11,0,0,0,0,0,0
solution_2907.py,Error,Error,Error,Error,Error,Error,Error,Error,Error,1
solution_2908.py,0,"{'h1': 2, 'h2': 13, 'N1': 3, 'N2': 24, 'vocabulary': 15, 'length': 27, 'volume': 105.48604608143, 'difficulty': 1.8461538461538463, 'effort': 194.74346968879385, 'time': 10.819081649377436, 'bugs': 0.03516201536047667}",75.06548656,6,0,0,0,0,0,0
solution_2909.py,0,"{'h1': 6, 'h2': 24, 'N1': 21, 'N2': 51, 'vocabulary': 30, 'length': 72, 'volume': 353.2961228838133, 'difficulty': 6.375, 'effort': 2252.26278338431, 'time': 125.12571018801721, 'bugs': 0.11776537429460444}",57.14857885,16,0,0,0,0,0,0
solution_291.py,2,"{'h1': 4, 'h2': 8, 'N1': 4, 'N2': 15, 'vocabulary': 12, 'length': 19, 'volume': 68.11428751370197, 'difficulty': 3.75, 'effort': 255.4285781763824, 'time': 14.190476565354578, 'bugs': 0.022704762504567322}",70.23126303,7,0,1,0,0,0,0
solution_2910.py,5,"{'h1': 1, 'h2': 8, 'N1': 3, 'N2': 13, 'vocabulary': 9, 'length': 16, 'volume': 50.718800023076994, 'difficulty': 0.8125, 'effort': 41.209025018750054, 'time': 2.2893902788194476, 'bugs': 0.016906266674359}",100,11,0,3,0,0,0,0
solution_2911.py,8,"{'h1': 8, 'h2': 24, 'N1': 18, 'N2': 74, 'vocabulary': 32, 'length': 92, 'volume': 460.0, 'difficulty': 12.333333333333334, 'effort': 5673.333333333334, 'time': 315.1851851851852, 'bugs': 0.15333333333333332}",53.06769647,25,0,5,0,0,0,0
solution_2912.py,Error,Error,Error,Error,Error,Error,Error,Error,Error,1
solution_2913.py,2,"{'h1': 3, 'h2': 12, 'N1': 6, 'N2': 22, 'vocabulary': 15, 'length': 28, 'volume': 109.39293667703852, 'difficulty': 2.75, 'effort': 300.83057586185595, 'time': 16.712809770103107, 'bugs': 0.03646431222567951}",73.04118228,9,0,1,0,0,0,0
solution_2914.py,Error,Error,Error,Error,Error,Error,Error,Error,Error,1
solution_2915.py,0,"{'h1': 4, 'h2': 9, 'N1': 7, 'N2': 18, 'vocabulary': 13, 'length': 25, 'volume': 92.5109929535273, 'difficulty': 4.0, 'effort': 370.0439718141092, 'time': 20.55799843411718, 'bugs': 0.030836997651175767}",71.47545356,7,0,0,0,0,0,0
solution_2916.py,0,"{'h1': 3, 'h2': 15, 'N1': 7, 'N2': 31, 'vocabulary': 18, 'length': 38, 'volume': 158.45715005480787, 'difficulty': 3.1000000000000005, 'effort': 491.2171651699045, 'time': 27.28984250943914, 'bugs': 0.05281905001826929}",64.30346173,14,0,0,0,0,0,0
solution_2917.py,0,"{'h1': 2, 'h2': 18, 'N1': 7, 'N2': 62, 'vocabulary': 20, 'length': 69, 'volume': 298.213038547228, 'difficulty': 3.4444444444444446, 'effort': 1027.1782438848966, 'time': 57.065457993605364, 'bugs': 0.09940434618240933}",93.43887504,17,0.192307692,0,0,0,0,0
solution_2918.py,3,"{'h1': 3, 'h2': 12, 'N1': 4, 'N2': 26, 'vocabulary': 15, 'length': 30, 'volume': 117.20671786825557, 'difficulty': 3.25, 'effort': 380.9218330718306, 'time': 21.162324059546144, 'bugs': 0.03906890595608519}",67.76009929,8,0,1,0,0,0,0
solution_2919.py,27,"{'h1': 5, 'h2': 61, 'N1': 35, 'N2': 182, 'vocabulary': 66, 'length': 217, 'volume': 1311.6335239007844, 'difficulty': 7.4590163934426235, 'effort': 9783.495956964869, 'time': 543.527553164715, 'bugs': 0.4372111746335948}",40.60365998,101,0.007142857,32,0,0,0,0
solution_292.py,0,"{'h1': 1, 'h2': 10, 'N1': 1, 'N2': 16, 'vocabulary': 11, 'length': 17, 'volume': 58.81033751683405, 'difficulty': 0.8, 'effort': 47.048270013467246, 'time': 2.613792778525958, 'bugs': 0.019603445838944685}",100,6,0,0,0,1,1,0
solution_2920.py,26,"{'h1': 6, 'h2': 64, 'N1': 36, 'N2': 193, 'vocabulary': 70, 'length': 229, 'volume': 1403.6058108803973, 'difficulty': 9.046875, 'effort': 12698.246320308594, 'time': 705.4581289060329, 'bugs': 0.4678686036267991}",43.77899124,102,0.020979021,31,0,0,0,0
solution_2921.py,Error,Error,Error,Error,Error,Error,Error,Error,Error,1
solution_2922.py,31,"{'h1': 7, 'h2': 71, 'N1': 40, 'N2': 212, 'vocabulary': 78, 'length': 252, 'volume': 1583.9213591532866, 'difficulty': 10.450704225352112, 'effort': 16553.09364072871, 'time': 919.6163133738173, 'bugs': 0.5279737863844288}",36.78322252,118,0.006097561,40,0,0,0,0
solution_2923.py,0,"{'h1': 2, 'h2': 19, 'N1': 6, 'N2': 44, 'vocabulary': 21, 'length': 50, 'volume': 219.61587113893805, 'difficulty': 2.3157894736842106, 'effort': 508.58412263754076, 'time': 28.254673479863374, 'bugs': 0.07320529037964602}",68.58851632,16,0,0,0,0,0,0
solution_2924.py,Error,Error,Error,Error,Error,Error,Error,Error,Error,1
solution_2925.py,0,"{'h1': 3, 'h2': 14, 'N1': 5, 'N2': 42, 'vocabulary': 17, 'length': 47, 'volume': 192.11075353876595, 'difficulty': 4.5, 'effort': 864.4983909244468, 'time': 48.02768838469149, 'bugs': 0.06403691784625531}",66.18108354,14,0,0,0,0,0,0
solution_2926.py,0,"{'h1': 6, 'h2': 18, 'N1': 8, 'N2': 35, 'vocabulary': 24, 'length': 43, 'volume': 197.1533875310097, 'difficulty': 5.833333333333333, 'effort': 1150.0614272642233, 'time': 63.892301514679076, 'bugs': 0.06571779584366991}",65.28002317,11,0,0,0,0,0,0
solution_2927.py,13,"{'h1': 3, 'h2': 19, 'N1': 20, 'N2': 66, 'vocabulary': 22, 'length': 86, 'volume': 383.51111920280755, 'difficulty': 5.210526315789474, 'effort': 1998.2947790041028, 'time': 111.01637661133904, 'bugs': 0.1278370397342692}",55.80273856,40,0,7,0,0,0,0
solution_2928.py,30,"{'h1': 9, 'h2': 72, 'N1': 43, 'N2': 222, 'vocabulary': 81, 'length': 265, 'volume': 1680.0602507644255, 'difficulty': 13.875, 'effort': 23310.835979356405, 'time': 1295.046443297578, 'bugs': 0.5600200835881418}",37.08434004,114,0.00621118,41,0,0,0,0
solution_2929.py,0,"{'h1': 3, 'h2': 12, 'N1': 5, 'N2': 19, 'vocabulary': 15, 'length': 24, 'volume': 93.76537429460444, 'difficulty': 2.375, 'effort': 222.69276394968554, 'time': 12.371820219426974, 'bugs': 0.03125512476486815}",73.28575274,7,0,0,0,1,1,0
solution_293.py,2,"{'h1': 4, 'h2': 27, 'N1': 6, 'N2': 63, 'vocabulary': 31, 'length': 69, 'volume': 341.83954541669436, 'difficulty': 4.666666666666667, 'effort': 1595.2512119445737, 'time': 88.6250673302541, 'bugs': 0.11394651513889813}",65.40904603,13,0,1,0,0,0,0
solution_2930.py,0,"{'h1': 1, 'h2': 15, 'N1': 1, 'N2': 32, 'vocabulary': 16, 'length': 33, 'volume': 132.0, 'difficulty': 1.0666666666666667, 'effort': 140.8, 'time': 7.822222222222223, 'bugs': 0.044}",100,9,0.214285714,0,0,0,0,0
solution_2931.py,0,"{'h1': 2, 'h2': 9, 'N1': 4, 'N2': 15, 'vocabulary': 11, 'length': 19, 'volume': 65.72920075410865, 'difficulty': 1.6666666666666667, 'effort': 109.54866792351442, 'time': 6.086037106861912, 'bugs': 0.02190973358470288}",76.42020807,7,0,0,0,0,0,0
